matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
m_126,p_11,open play,head,6.98,-6.48,3,0,medium,86,47,saved by keeper
m_178,p_77,open play,right foot,19.7,6.48,3,1,medium,76,37,blocked shot
m_208,p_38,open play,left foot,20.45,-5.99,3,1,medium,5,49,saved by keeper
m_55,p_67,open play,left foot,27.18,21.7,2,0,low,79,0,saved by keeper
m_227,p_77,open play,right foot,17.96,-1.25,2,0,high,39,3,saved by keeper
m_210,p_149,free kick,right foot,21.45,-1.75,7,4,low,51,19,missed chance
m_155,p_126,open play,right foot,4.24,-7.98,1,0,medium,30,38,saved by keeper
m_77,p_156,open play,left foot,12.97,3.74,3,0,medium,78,51,blocked shot
m_213,p_31,open play,right foot,8.73,-4.24,2,0,medium,10,30,blocked shot
m_178,p_108,open play,right foot,14.22,1.5,2,0,high,25,24,hit the post
m_26,p_9,open play,right foot,10.72,-4.74,1,0,medium,69,32,missed chance
m_166,p_111,open play,left foot,13.72,0.75,3,1,low,88,56,missed chance
m_199,p_119,open play,right foot,19.2,9.48,4,1,high,69,16,blocked shot
m_105,p_155,open play,left foot,10.47,4.74,2,0,high,24,29,saved by keeper
m_93,p_42,open play,right foot,17.46,16.46,3,0,medium,9,43,saved by keeper
m_66,p_77,open play,left foot,21.45,-2.24,4,1,medium,60,6,blocked shot
m_146,p_146,open play,right foot,7.48,-7.98,2,0,medium,28,31,missed chance
m_62,p_126,open play,head,13.97,-9.48,1,0,medium,44,38,missed chance
m_103,p_41,open play,head,15.96,1,2,0,medium,41,19,blocked shot
m_87,p_137,open play,head,4.74,2,1,0,medium,16,56,goal
m_172,p_91,open play,head,10.47,-5.49,3,0,low,61,44,goal
m_160,p_66,open play,right foot,7.98,0.5,2,0,high,74,24,missed chance
m_119,p_86,open play,head,12.97,-2.74,3,1,medium,67,23,missed chance
m_43,p_45,open play,left foot,9.23,-12.22,1,0,medium,93,36,goal
m_67,p_133,open play,left foot,15.21,5.24,5,0,medium,51,58,blocked shot
m_133,p_35,open play,right foot,8.98,-10.72,2,0,medium,79,32,goal
m_187,p_10,open play,left foot,12.47,5.49,1,0,medium,5,28,blocked shot
m_5,p_1,open play,head,10.47,-1,1,0,high,81,48,saved by keeper
m_28,p_20,open play,right foot,7.73,4.24,2,0,high,74,19,missed chance
m_209,p_86,penalty,left foot,10.97,0,1,0,low,12,32,goal
m_229,p_116,open play,left foot,12.22,3.24,2,0,medium,42,2,missed chance
m_121,p_105,open play,right foot,18.45,-12.47,2,0,low,46,25,missed chance
m_158,p_143,open play,left foot,4.49,-3.24,1,0,low,41,27,missed chance
m_187,p_132,open play,left foot,20.95,2.49,4,0,medium,31,19,missed chance
m_175,p_100,open play,right foot,7.98,-15.71,2,0,medium,87,11,saved by keeper
m_203,p_78,open play,left foot,22.94,-9.73,3,1,low,67,32,saved by keeper
m_23,p_140,open play,left foot,23.94,-15.71,4,2,medium,58,19,missed chance
m_16,p_155,open play,other,11.22,-3.49,1,0,high,52,25,saved by keeper
m_189,p_83,open play,left foot,10.47,17.96,2,0,high,58,36,blocked shot
m_236,p_146,open play,left foot,8.48,14.22,2,0,medium,72,20,goal
m_168,p_76,open play,right foot,17.96,-14.71,1,0,medium,92,27,saved by keeper
m_26,p_26,open play,left foot,5.99,10.72,2,0,low,68,10,missed chance
m_188,p_124,open play,left foot,55.11,-11.72,3,0,medium,17,42,missed chance
m_116,p_60,open play,left foot,25.94,-3.24,3,0,medium,10,16,saved by keeper
m_218,p_96,open play,left foot,8.23,7.48,2,0,medium,88,40,blocked shot
m_169,p_64,open play,head,13.72,1,2,0,high,38,47,missed chance
m_89,p_87,free kick,left foot,7.98,-30.92,5,0,low,25,50,saved by keeper
m_74,p_87,open play,right foot,10.97,-5.49,1,0,medium,18,1,saved by keeper
m_48,p_120,open play,head,3.49,-6.48,2,1,high,76,4,missed chance
m_155,p_119,free kick,right foot,26.93,-13.47,4,0,low,35,6,saved by keeper
m_5,p_140,open play,right foot,15.21,8.98,3,0,medium,4,46,missed chance
m_117,p_116,open play,right foot,4.49,-7.48,1,0,medium,86,57,missed chance
m_51,p_132,open play,left foot,12.97,3.99,4,0,high,70,8,blocked shot
m_72,p_150,open play,left foot,15.46,-17.46,3,0,low,12,48,saved by keeper
m_101,p_134,open play,left foot,20.7,8.48,2,0,high,61,35,saved by keeper
m_189,p_124,open play,left foot,29.43,16.71,3,0,low,18,40,blocked shot
m_218,p_18,open play,right foot,9.73,10.72,2,0,medium,17,3,blocked shot
m_15,p_151,open play,left foot,22.2,11.47,4,2,medium,92,21,blocked shot
m_201,p_44,open play,right foot,20.95,-6.73,2,0,low,14,34,missed chance
m_7,p_19,open play,left foot,7.23,-1.75,1,0,medium,74,24,missed chance
m_14,p_145,open play,right foot,16.46,4.99,1,0,low,58,40,goal
m_182,p_130,open play,right foot,39.15,-32.42,1,0,low,84,50,missed chance
m_24,p_134,open play,left foot,23.94,5.49,4,1,medium,65,27,blocked shot
m_151,p_40,open play,head,7.23,-1.75,2,0,high,93,50,saved by keeper
m_216,p_1,open play,left foot,23.19,-5.99,3,0,low,7,34,saved by keeper
m_46,p_130,open play,left foot,14.22,-0.75,1,0,medium,47,49,saved by keeper
m_24,p_53,open play,right foot,20.45,7.98,4,0,high,59,41,blocked shot
m_40,p_72,open play,head,11.72,-5.99,4,1,medium,17,37,missed chance
m_20,p_43,open play,right foot,12.97,8.98,2,0,medium,29,13,blocked shot
m_212,p_146,open play,left foot,19.7,2.99,3,0,medium,25,22,missed chance
m_161,p_152,open play,right foot,8.73,1.5,2,0,medium,82,50,saved by keeper
m_134,p_14,open play,left foot,13.97,-14.22,3,0,medium,8,21,saved by keeper
m_237,p_38,open play,head,5.24,10.23,4,1,medium,17,37,missed chance
m_177,p_20,open play,head,10.23,2,3,0,high,52,44,missed chance
m_38,p_79,open play,right foot,10.97,-6.98,2,0,medium,29,52,missed chance
m_73,p_83,open play,right foot,17.71,-2.74,2,0,medium,34,9,goal
m_11,p_36,open play,head,6.73,-1.5,2,0,high,14,27,missed chance
m_199,p_144,open play,right foot,13.47,-6.24,2,0,low,83,38,missed chance
m_108,p_31,open play,left foot,12.72,-5.74,5,2,medium,4,14,missed chance
m_165,p_107,open play,head,8.23,-2.24,2,0,medium,96,21,missed chance
m_74,p_51,open play,right foot,9.98,6.48,2,0,high,56,36,blocked shot
m_70,p_139,open play,right foot,31.92,1.75,5,0,high,65,11,missed chance
m_1,p_148,open play,right foot,8.98,-2.49,1,0,medium,12,21,missed chance
m_51,p_80,open play,left foot,7.98,-10.97,2,0,medium,89,49,goal
m_29,p_144,open play,left foot,18.95,-9.73,2,0,medium,52,42,blocked shot
m_98,p_154,open play,right foot,22.69,-3.49,3,0,medium,34,54,saved by keeper
m_129,p_107,open play,right foot,25.94,10.72,3,1,low,22,15,saved by keeper
m_133,p_24,open play,right foot,26.19,4.74,2,0,low,58,40,saved by keeper
m_179,p_3,open play,head,8.23,1.25,1,0,medium,73,20,missed chance
m_33,p_4,open play,head,6.73,-4.24,1,0,medium,87,19,goal
m_137,p_110,open play,head,5.99,0.75,1,0,high,10,33,saved by keeper
m_123,p_159,open play,right foot,23.19,13.72,6,3,low,86,46,missed chance
m_41,p_129,open play,right foot,18.7,10.23,2,0,low,49,17,saved by keeper
m_17,p_147,open play,head,8.73,-4.24,4,1,high,89,45,missed chance
m_4,p_28,open play,left foot,8.48,8.23,2,1,medium,35,49,goal
m_108,p_36,open play,right foot,14.46,-10.72,4,0,high,85,10,blocked shot
m_163,p_128,open play,right foot,28.43,-15.71,1,0,medium,16,47,missed chance
m_222,p_5,open play,left foot,9.98,-16.46,3,0,medium,64,40,blocked shot
m_78,p_15,open play,right foot,27.93,14.96,3,1,medium,65,12,missed chance
m_147,p_100,open play,head,8.98,5.74,3,0,high,82,58,blocked shot
m_176,p_112,open play,left foot,8.23,12.97,1,0,medium,23,51,missed chance
m_9,p_148,open play,left foot,27.18,9.48,3,1,low,12,14,missed chance
m_12,p_83,open play,left foot,13.97,-2.74,1,0,low,17,39,blocked shot
m_59,p_39,open play,left foot,11.47,-6.73,1,0,low,62,23,blocked shot
m_120,p_24,open play,head,6.73,4.49,3,0,medium,17,53,goal
m_203,p_157,open play,left foot,11.97,-17.71,3,0,medium,76,46,saved by keeper
m_142,p_16,open play,left foot,25.44,-5.49,3,0,low,28,16,blocked shot
m_213,p_152,open play,right foot,11.47,14.96,2,1,low,78,34,missed chance
m_188,p_125,open play,right foot,23.94,-13.72,2,0,high,78,25,missed chance
m_30,p_110,open play,left foot,7.23,2.74,2,0,medium,20,46,goal
m_55,p_54,open play,left foot,12.97,5.74,3,0,low,65,53,blocked shot
m_235,p_9,open play,left foot,14.22,4.49,2,0,low,76,42,goal
m_198,p_69,open play,right foot,28.93,0.25,7,2,low,90,26,blocked shot
m_10,p_159,open play,right foot,7.98,3.99,2,0,low,47,4,saved by keeper
m_112,p_64,open play,left foot,20.7,5.99,3,1,medium,45,35,blocked shot
m_61,p_155,open play,left foot,7.98,-10.47,3,0,high,52,35,blocked shot
m_221,p_157,open play,right foot,5.99,-12.72,1,0,low,47,27,goal
m_9,p_26,open play,right foot,13.72,-13.22,2,1,medium,22,29,missed chance
m_108,p_121,open play,head,7.48,2,2,0,medium,33,26,missed chance
m_37,p_120,open play,right foot,22.44,10.97,3,0,medium,78,34,missed chance
m_235,p_23,penalty,right foot,10.97,0,1,0,low,59,15,saved by keeper
m_74,p_160,open play,right foot,24.94,3.99,4,0,medium,50,26,blocked shot
m_178,p_3,open play,right foot,30.67,-2.99,2,0,low,37,48,missed chance
m_15,p_46,open play,head,7.73,-0.75,2,1,medium,45,9,saved by keeper
m_153,p_39,open play,left foot,10.23,8.98,2,0,medium,82,14,missed chance
m_30,p_109,free kick,right foot,25.19,-5.99,5,1,low,34,5,missed chance
m_208,p_16,open play,right foot,3.24,-11.22,2,0,medium,36,5,blocked shot
m_53,p_46,open play,head,7.48,0.25,3,0,high,25,11,blocked shot
m_4,p_54,free kick,right foot,21.7,2.74,6,2,low,47,22,goal
m_131,p_104,open play,left foot,3.99,9.73,2,0,high,30,56,goal
m_167,p_79,open play,right foot,4.74,13.72,3,0,medium,53,2,missed chance
m_102,p_122,penalty,left foot,10.97,0,1,0,low,61,9,goal
m_67,p_128,open play,left foot,28.68,-10.23,2,1,low,24,43,blocked shot
m_145,p_122,open play,head,11.97,-3.74,2,0,medium,19,47,missed chance
m_17,p_147,open play,head,7.73,0.25,2,0,medium,68,28,missed chance
m_239,p_12,open play,right foot,7.48,6.73,1,1,low,52,6,missed chance
m_170,p_24,open play,right foot,18.45,-7.98,2,0,medium,92,49,missed chance
m_118,p_107,open play,right foot,2.99,-1.5,2,0,high,12,32,goal
m_183,p_88,open play,left foot,6.48,1.25,1,0,medium,80,12,missed chance
m_230,p_99,open play,head,9.48,-2.49,1,0,low,89,52,missed chance
m_99,p_160,open play,left foot,26.19,4.24,4,0,low,57,2,missed chance
m_233,p_146,open play,right foot,12.22,-14.22,2,0,low,66,41,missed chance
m_105,p_122,open play,head,3.99,7.23,4,1,medium,23,33,missed chance
m_185,p_82,open play,right foot,5.99,-14.22,1,0,low,29,22,blocked shot
m_62,p_4,open play,head,9.23,-1,2,0,medium,3,13,missed chance
m_236,p_107,open play,left foot,15.71,-13.97,3,0,medium,17,41,missed chance
m_171,p_136,open play,head,11.72,10.97,3,0,high,26,42,missed chance
m_44,p_127,open play,left foot,18.7,4.24,4,2,medium,84,34,missed chance
m_155,p_17,open play,left foot,8.48,-14.96,2,0,medium,91,43,saved by keeper
m_146,p_8,open play,head,7.98,0.75,4,2,medium,84,47,missed chance
m_233,p_77,open play,right foot,26.43,-4.49,2,1,medium,73,42,missed chance
m_140,p_42,open play,right foot,28.43,10.23,3,0,high,94,43,saved by keeper
m_173,p_85,open play,left foot,12.22,1.25,4,0,medium,9,40,goal
m_6,p_146,open play,right foot,27.43,-0.75,2,0,medium,41,41,missed chance
m_184,p_110,open play,left foot,2.74,2,0,0,low,38,5,missed chance
m_237,p_160,open play,left foot,27.68,-1,7,0,low,86,59,missed chance
m_220,p_74,open play,left foot,27.43,-3.49,5,2,low,83,43,blocked shot
m_34,p_92,open play,right foot,2.99,5.74,1,0,low,74,27,goal
m_98,p_2,open play,right foot,8.98,-1,1,0,medium,19,16,missed chance
m_160,p_122,open play,other,3.74,-28.43,1,0,medium,13,10,missed chance
m_155,p_80,open play,left foot,23.69,0.75,5,2,low,36,12,goal
m_95,p_124,open play,left foot,12.47,-12.97,2,0,low,0,52,blocked shot
m_104,p_91,open play,head,6.24,-0.5,2,0,high,74,12,missed chance
m_176,p_14,open play,left foot,9.73,7.23,1,0,high,59,45,missed chance
m_99,p_157,open play,left foot,21.95,7.98,3,1,medium,34,50,saved by keeper
m_211,p_8,open play,head,10.97,2.74,1,0,low,77,57,saved by keeper
m_187,p_62,open play,left foot,10.97,11.47,2,0,high,85,37,blocked shot
m_76,p_67,open play,left foot,28.18,-2.49,3,0,medium,10,35,missed chance
m_147,p_128,open play,right foot,13.97,0.25,5,2,high,13,9,saved by keeper
m_36,p_79,open play,right foot,29.93,-1,4,0,low,30,35,missed chance
m_168,p_127,open play,left foot,18.95,15.96,2,0,low,65,47,missed chance
m_118,p_38,open play,right foot,12.72,-7.48,3,2,medium,56,26,hit the post
m_131,p_5,open play,left foot,11.22,14.46,2,0,medium,20,36,saved by keeper
m_194,p_64,open play,right foot,20.95,9.98,2,0,medium,1,54,blocked shot
m_40,p_23,open play,right foot,7.73,-9.98,2,0,low,37,39,saved by keeper
m_219,p_69,open play,left foot,28.18,-4.49,2,0,low,46,52,saved by keeper
m_155,p_57,open play,left foot,28.18,14.96,3,1,medium,44,10,saved by keeper
m_163,p_20,open play,left foot,6.48,14.96,2,0,medium,41,51,saved by keeper
m_82,p_149,open play,left foot,11.72,-1.75,1,0,low,44,16,goal
m_171,p_26,open play,right foot,27.93,3.74,3,0,medium,13,4,missed chance
m_87,p_23,open play,left foot,24.44,-9.98,2,0,medium,57,21,missed chance
m_229,p_119,open play,head,9.23,-3.49,2,0,high,77,56,saved by keeper
m_1,p_72,open play,right foot,6.48,0.5,0,0,low,75,31,goal
m_104,p_57,open play,left foot,11.47,-11.47,3,0,low,54,52,blocked shot
m_79,p_151,open play,right foot,21.95,-9.48,4,1,low,22,34,missed chance
m_46,p_101,open play,right foot,8.48,7.48,2,0,medium,30,56,goal
m_18,p_139,open play,left foot,18.7,-3.49,3,0,low,18,58,goal
m_195,p_56,open play,right foot,8.98,-16.46,2,0,medium,29,18,missed chance
m_148,p_38,open play,right foot,11.22,4.74,2,0,low,76,37,blocked shot
m_137,p_42,open play,right foot,3.99,1.5,1,0,medium,18,30,goal
m_88,p_94,open play,left foot,4.99,-15.71,1,0,medium,42,25,saved by keeper
m_240,p_82,free kick,right foot,27.18,10.23,7,2,low,76,25,missed chance
m_104,p_8,open play,right foot,24.69,8.98,2,1,medium,22,43,saved by keeper
m_120,p_126,open play,right foot,10.23,8.73,3,0,low,71,33,missed chance
m_69,p_37,open play,left foot,12.72,5.49,2,0,high,76,6,blocked shot
m_163,p_111,open play,right foot,10.97,6.98,1,0,low,41,9,saved by keeper
m_70,p_21,open play,right foot,10.23,-4.49,1,0,medium,73,59,blocked shot
m_45,p_134,open play,right foot,10.47,-14.96,2,0,low,46,15,missed chance
m_14,p_75,open play,left foot,6.73,-1.5,1,0,medium,84,38,saved by keeper
m_112,p_144,open play,left foot,11.97,-17.46,5,1,medium,44,1,saved by keeper
m_13,p_134,open play,head,7.23,3.99,3,1,high,2,20,missed chance
m_28,p_40,open play,left foot,24.94,5.49,3,1,low,24,47,saved by keeper
m_215,p_135,open play,left foot,5.24,1.75,1,0,medium,53,30,missed chance
m_33,p_156,open play,left foot,23.19,-5.74,2,0,high,45,13,saved by keeper
m_180,p_79,open play,left foot,2.74,13.72,1,0,low,16,13,missed chance
m_50,p_47,open play,right foot,9.23,-11.22,2,0,high,71,2,goal
m_81,p_55,open play,head,9.48,0.75,2,0,low,54,20,missed chance
m_77,p_87,open play,right foot,13.47,6.24,1,0,low,23,34,goal
m_178,p_87,open play,right foot,26.68,-0.75,3,3,medium,18,11,missed chance
m_125,p_105,open play,head,9.23,0.75,3,0,medium,29,34,missed chance
m_166,p_53,open play,right foot,23.94,7.73,3,1,medium,91,11,missed chance
m_212,p_98,open play,right foot,12.47,-9.48,2,0,medium,78,24,missed chance
m_144,p_73,open play,head,4.99,-2.49,1,0,medium,70,10,missed chance
m_47,p_12,open play,right foot,13.22,-7.23,2,0,high,69,59,blocked shot
m_64,p_151,open play,head,7.73,-5.74,1,1,low,92,1,missed chance
m_45,p_3,open play,right foot,9.73,6.24,4,2,low,39,16,blocked shot
m_76,p_112,open play,right foot,7.73,2.74,2,0,high,57,21,blocked shot
m_162,p_29,open play,left foot,22.94,5.24,3,0,medium,87,20,missed chance
m_142,p_70,open play,head,9.98,1,2,0,low,84,11,saved by keeper
m_26,p_155,open play,left foot,10.97,-5.49,2,0,high,74,13,saved by keeper
m_166,p_28,open play,right foot,13.47,1.75,2,0,medium,91,12,blocked shot
m_200,p_48,open play,right foot,26.93,2.49,3,1,low,8,34,saved by keeper
m_15,p_155,open play,right foot,20.7,7.23,3,2,medium,29,3,goal
m_101,p_141,open play,left foot,22.2,-19.45,2,0,medium,46,25,missed chance
m_60,p_40,open play,right foot,5.49,0.5,1,0,high,78,57,missed chance
m_197,p_64,open play,left foot,12.22,3.99,2,0,low,4,57,missed chance
m_15,p_32,open play,right foot,8.73,-15.71,2,0,medium,36,57,missed chance
m_236,p_115,free kick,right foot,28.68,9.73,5,2,low,75,0,missed chance
m_61,p_29,open play,head,11.97,-3.99,2,0,high,13,40,saved by keeper
m_74,p_33,open play,right foot,22.94,-6.24,2,0,medium,89,45,saved by keeper
m_188,p_68,open play,right foot,12.47,1.25,2,0,medium,81,7,goal
m_9,p_138,open play,left foot,26.19,-3.99,5,2,medium,83,9,missed chance
m_157,p_2,open play,right foot,12.47,5.74,3,1,high,38,58,blocked shot
m_181,p_159,open play,left foot,28.43,-2.74,3,0,medium,21,33,saved by keeper
m_101,p_78,open play,right foot,22.2,-13.47,3,0,medium,78,26,saved by keeper
m_46,p_138,open play,head,9.23,0.5,2,0,medium,84,38,hit the post
m_211,p_53,open play,left foot,27.43,2,2,0,low,54,10,saved by keeper
m_102,p_17,open play,right foot,10.72,-14.71,1,0,low,21,44,missed chance
m_28,p_118,open play,left foot,11.22,10.72,1,0,medium,57,5,saved by keeper
m_184,p_36,open play,right foot,2.49,4.99,1,0,low,53,35,missed chance
m_125,p_131,open play,left foot,8.48,12.97,3,0,medium,60,27,blocked shot
m_94,p_146,open play,left foot,14.96,0.5,2,0,medium,26,17,saved by keeper
m_44,p_133,free kick,left foot,22.2,-3.49,8,2,low,93,6,goal
m_47,p_86,open play,left foot,33.17,-6.24,7,0,medium,81,15,blocked shot
m_153,p_87,open play,head,12.97,1.25,2,0,low,50,41,missed chance
m_12,p_146,open play,right foot,17.71,-1.75,3,0,medium,78,53,saved by keeper
m_40,p_64,open play,left foot,14.22,11.22,3,0,low,16,22,missed chance
m_14,p_154,open play,right foot,8.73,-1.75,5,0,medium,36,12,goal
m_235,p_23,open play,right foot,7.98,-11.47,1,0,low,92,16,missed chance
m_88,p_96,open play,right foot,11.97,-7.73,4,0,medium,57,12,goal
m_121,p_90,open play,head,6.98,0.5,2,1,high,22,0,missed chance
m_92,p_39,open play,left foot,11.22,-8.73,1,0,high,19,44,saved by keeper
m_114,p_37,open play,right foot,13.22,-15.21,2,0,medium,48,19,blocked shot
m_25,p_156,open play,head,8.73,-3.49,3,1,medium,61,55,missed chance
m_167,p_69,open play,left foot,7.23,-6.73,3,0,low,44,9,goal
m_134,p_36,open play,right foot,21.45,9.23,3,0,medium,94,6,missed chance
m_160,p_40,open play,right foot,10.23,-8.73,2,0,medium,59,39,goal
m_78,p_96,open play,left foot,11.72,4.49,2,0,low,42,56,blocked shot
m_167,p_82,open play,left foot,5.99,15.46,2,0,medium,86,34,saved by keeper
m_182,p_47,free kick,right foot,30.92,1.5,6,4,low,75,35,missed chance
m_153,p_150,open play,right foot,22.69,-3.99,5,2,low,9,22,blocked shot
m_92,p_118,open play,head,10.23,-3.74,2,0,medium,25,32,saved by keeper
m_35,p_149,open play,other,2.99,2.99,0,0,low,91,39,goal
m_58,p_8,open play,right foot,11.22,8.73,2,0,medium,67,1,missed chance
m_4,p_154,open play,right foot,23.94,-12.72,2,0,low,58,23,saved by keeper
m_111,p_30,open play,left foot,11.22,6.73,2,0,low,71,10,goal
m_240,p_21,open play,right foot,11.97,-6.48,2,0,medium,58,23,blocked shot
m_164,p_76,open play,left foot,24.44,16.96,2,0,medium,62,25,missed chance
m_234,p_147,open play,right foot,18.95,-15.21,3,0,medium,9,19,saved by keeper
m_200,p_133,open play,right foot,7.73,-11.22,2,0,high,76,17,hit the post
m_42,p_81,free kick,left foot,23.19,-7.48,6,2,low,82,51,saved by keeper
m_218,p_114,open play,head,12.97,0.25,2,0,low,39,39,missed chance
m_197,p_35,open play,right foot,3.74,-0.5,1,0,low,60,33,missed chance
m_29,p_107,open play,right foot,9.98,8.73,2,0,medium,0,5,saved by keeper
m_98,p_126,open play,head,7.48,-2.49,2,0,high,63,1,missed chance
m_17,p_99,open play,left foot,19.95,7.73,2,0,high,91,44,saved by keeper
m_49,p_78,open play,right foot,25.94,9.23,2,0,medium,89,55,saved by keeper
m_50,p_39,open play,head,8.73,-4.74,3,0,medium,4,41,missed chance
m_96,p_39,open play,left foot,5.99,1.75,1,0,low,39,33,goal
m_133,p_135,open play,right foot,21.45,2.99,4,1,medium,1,32,blocked shot
m_237,p_71,open play,head,10.47,-4.24,1,0,medium,32,44,missed chance
m_225,p_91,open play,right foot,25.69,2,3,1,low,48,16,missed chance
m_198,p_48,open play,right foot,11.72,-5.24,2,1,low,50,4,saved by keeper
m_108,p_69,open play,head,3.99,-5.74,1,0,low,4,45,blocked shot
m_96,p_135,open play,left foot,12.22,-6.24,4,1,medium,36,22,missed chance
m_232,p_38,open play,right foot,15.21,11.47,2,0,medium,77,32,blocked shot
m_129,p_152,open play,left foot,22.94,17.71,3,0,low,72,6,missed chance
m_99,p_158,open play,right foot,31.17,-0.75,2,0,medium,41,45,hit the post
m_22,p_60,open play,right foot,18.45,-7.23,3,1,medium,16,41,missed chance
m_115,p_44,open play,left foot,18.7,-3.24,2,0,medium,66,43,goal
m_86,p_106,open play,left foot,7.98,7.48,2,0,low,40,44,goal
m_48,p_129,open play,right foot,7.48,-8.73,2,0,medium,45,7,goal
m_191,p_143,open play,left foot,5.99,7.23,2,0,medium,55,7,goal
m_110,p_87,open play,right foot,25.94,11.72,2,0,medium,21,53,missed chance
m_238,p_92,open play,head,6.98,-11.22,3,0,high,3,3,saved by keeper
m_97,p_32,open play,right foot,12.97,4.99,2,1,medium,25,42,blocked shot
m_49,p_39,open play,left foot,3.74,-2.49,1,0,low,34,15,goal
m_6,p_134,open play,left foot,29.93,-1.75,3,1,medium,35,43,saved by keeper
m_30,p_106,open play,head,4.49,-8.73,3,0,medium,49,57,missed chance
m_71,p_59,open play,right foot,14.22,2.74,4,0,high,21,17,blocked shot
m_218,p_20,open play,left foot,7.48,-5.24,1,0,low,88,51,saved by keeper
m_240,p_124,open play,left foot,1.5,2,0,0,medium,95,46,goal
m_110,p_18,open play,right foot,2.74,-5.49,1,0,medium,39,54,goal
m_42,p_106,open play,head,8.48,5.24,2,0,medium,6,35,missed chance
m_14,p_135,open play,right foot,21.7,5.24,5,2,low,69,14,missed chance
m_85,p_26,open play,right foot,22.69,10.72,3,1,medium,4,10,blocked shot
m_220,p_76,open play,right foot,31.67,1.75,4,0,low,69,15,missed chance
m_166,p_146,free kick,left foot,30.92,9.23,5,2,low,12,2,missed chance
m_151,p_50,open play,left foot,27.68,4.74,4,0,low,49,32,blocked shot
m_156,p_24,open play,right foot,10.72,-12.22,2,0,medium,64,26,saved by keeper
m_19,p_86,open play,right foot,8.98,-16.46,1,0,medium,87,8,saved by keeper
m_210,p_12,open play,left foot,1.75,2.74,1,0,medium,43,54,goal
m_213,p_39,open play,right foot,22.2,-2.99,3,1,medium,38,20,missed chance
m_98,p_146,open play,head,8.23,0,1,0,low,71,58,saved by keeper
m_7,p_132,open play,left foot,3.49,12.72,3,1,high,10,9,blocked shot
m_88,p_36,open play,right foot,17.71,1,4,0,high,47,6,missed chance
m_76,p_144,open play,right foot,3.74,-2.24,1,0,low,75,35,blocked shot
m_87,p_30,open play,right foot,7.23,-5.74,3,0,high,34,35,missed chance
m_127,p_151,open play,right foot,25.44,10.23,3,0,low,38,52,missed chance
m_156,p_61,open play,right foot,23.19,2.24,4,0,medium,48,18,blocked shot
m_122,p_62,open play,head,12.22,6.24,5,1,high,90,44,missed chance
m_71,p_82,open play,right foot,28.68,0.75,2,0,low,65,59,missed chance
m_134,p_17,open play,right foot,31.17,-1.5,6,1,low,74,18,missed chance
m_179,p_130,open play,right foot,6.98,14.96,1,0,medium,69,1,saved by keeper
m_21,p_111,open play,left foot,24.19,0.25,3,1,medium,94,30,saved by keeper
m_88,p_65,open play,right foot,13.47,-8.98,4,1,high,19,0,missed chance
m_55,p_120,open play,head,9.23,6.24,1,0,low,1,26,goal
m_91,p_5,open play,right foot,13.47,3.24,4,1,medium,66,35,missed chance
m_2,p_69,open play,left foot,7.48,-2,1,0,low,81,5,missed chance
m_20,p_53,open play,right foot,27.18,-7.48,2,0,medium,52,50,missed chance
m_211,p_60,open play,right foot,11.97,-7.48,2,0,low,53,57,missed chance
m_15,p_113,open play,head,8.23,3.74,2,0,medium,21,48,missed chance
m_230,p_117,open play,right foot,19.7,-10.47,4,1,low,30,17,missed chance
m_222,p_59,open play,right foot,13.47,-1,1,0,high,76,4,saved by keeper
m_115,p_124,open play,left foot,23.44,15.71,3,0,low,38,47,blocked shot
m_135,p_11,open play,left foot,9.73,8.48,4,0,medium,79,26,missed chance
m_139,p_68,open play,right foot,5.49,-9.98,3,0,medium,38,44,missed chance
m_59,p_139,open play,right foot,13.22,-4.99,2,0,medium,72,39,missed chance
m_91,p_87,open play,right foot,20.7,20.2,3,0,medium,60,23,saved by keeper
m_38,p_26,open play,left foot,12.72,7.73,1,0,medium,88,39,goal
m_58,p_112,open play,right foot,24.44,1.25,2,0,low,92,15,saved by keeper
m_98,p_35,open play,left foot,20.7,15.21,6,0,low,75,13,saved by keeper
m_191,p_146,open play,head,9.98,0.5,1,0,medium,58,25,missed chance
m_120,p_112,open play,left foot,9.48,9.23,2,0,high,86,16,blocked shot
m_169,p_105,open play,right foot,18.7,2.24,3,0,low,52,42,goal
m_95,p_59,open play,head,8.48,-7.98,1,0,medium,69,45,missed chance
m_195,p_12,open play,right foot,16.46,13.97,3,0,high,66,16,blocked shot
m_79,p_130,open play,other,11.47,1,1,0,low,2,31,goal
m_99,p_99,open play,left foot,7.23,-14.71,3,0,medium,41,37,saved by keeper
m_170,p_70,open play,right foot,14.71,-2.24,3,0,low,69,18,blocked shot
m_32,p_74,open play,right foot,22.44,3.49,4,1,medium,80,20,blocked shot
m_234,p_124,open play,right foot,0.75,-11.47,2,0,high,19,55,missed chance
m_122,p_71,open play,left foot,11.97,16.21,2,0,high,50,5,missed chance
m_162,p_25,open play,right foot,2.99,-8.23,2,0,high,22,57,saved by keeper
m_58,p_102,open play,right foot,29.43,-6.24,3,0,low,47,15,missed chance
m_19,p_2,penalty,left foot,10.97,0,1,0,low,88,52,missed chance
m_84,p_114,free kick,right foot,27.93,0.25,6,2,low,51,16,saved by keeper
m_159,p_34,open play,left foot,15.71,-7.23,3,1,medium,25,20,saved by keeper
